output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums,copy_original_drums_x,style_name,content_name,copy_original_drums_y,human_content_similarity,human_style_similarity,human_quality,comments,orig_csv_name,Unnamed: 4
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.DV_T01_orig_drums.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums and Velocity,0.1,0.8783956491048529,0.91429017685509,0.7109835045167889,0.718593855885739,1.0,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,False,5.0,5.0,5.0,Great !,Temparature 0.1 Self_Blend (with varitented drum),
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.DV_T001.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.400517501088195,0.3985145053558727,0.1984401786202023,0.4280123601914517,,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,1.0,1.0,1.0,Not Music,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus-Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.DV_T001_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.2972196148076584,0.4784974870473817,0.2166353344330841,0.9285714285714286,1.0,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,1.0,1.0,1.0,Not Music,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.DV_T001.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.8733166852700539,0.925791048834978,0.9127884367454852,0.530465749455436,0.2155490488688942,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,2.0,2.0,2.0,Too repetitive,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.DV_T001_orig_drums.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.8791409411141793,0.9299644389163888,0.9572892429132344,0.920557845642306,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,2.0,2.0,2.0,Too repetitive,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.DV_T001.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.5797358077902562,0.8996817275216128,0.7536502022252854,0.4765214580419563,0.0414157683281291,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,2.0,3.0,2.0,Not Musical whatsoever,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.DV_T001_orig_drums.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.5843610619490991,0.9348182145087048,0.8318595640672021,0.6788114815742204,1.0,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,2.0,3.0,2.0,Not Musical whatsoever,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Verse-Alternative Hip Hop #2 in G#m.mapped.Verse.DV_T001.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.3528137125488783,0.3825332871100801,0.0972744202479561,0.492104233463609,0.0,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,5.0,3.0,2.0,Only One Instrument,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Verse-Alternative Hip Hop #2 in G#m.mapped.Verse.DV_T001_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Alternative Hip Hop #2 in G#m.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.3437502402466364,0.485237479878786,0.1555077477330403,0.9963570006414734,1.0,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,5.0,3.0,2.0,Only One Instrument,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.DV_T001.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.8681217610030183,0.8931750221284384,0.6012958138654106,0.3669797627243673,,False,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,4.0,4.0,4.0,Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.DV_T001_orig_drums.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.8584588646838596,0.9031284744375748,0.6285044626229389,0.5179871987791248,,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,4.0,4.0,4.0,Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.DV_T001.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.6364372208410882,0.9257913371916968,0.6538506934006261,0.4744961778664791,,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,3.0,4.0,3.0,Too Repetitive,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Verse-Synthwave #6 in A.mapped.Verse.DV_T001_orig_drums.mid,Synthwave #6 in A.mapped.Verse.mid,Synthwave #6 in A.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.6384139414862631,0.914146543262906,0.7421584466705186,0.5331094202919998,1.0,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,3.0,4.0,3.0,Too Repetitive,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.DV_T001.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.0,,,,,False,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,5.0,3.0,3.0,Not Good enough,Temparature 0.01 Self_Blend (Mapped),
Alternative Hip Hop #2 in G#m.mapped.Chorus-Alternative Hip Hop #2 in G#m.mapped.Chorus.DV_T001_orig_drums.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Alternative Hip Hop #2 in G#m.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.0,,,,,True,Alternative Hip Hop #2 in G#m.mapped,Alternative Hip Hop #2 in G#m.mapped,True,5.0,3.0,3.0,Not Good enough,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.DV_T001.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.8027020331831136,0.9031083920583806,0.6911895825629893,0.3635649315210868,0.3929676735983478,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,3.0,3.0,3.0,Too repetitive,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.DV_T001_orig_drums.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.9229116166392122,0.9938513419375644,0.8520682260206002,0.7396416952147736,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,3.0,3.0,3.0,Too repetitive,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.DV_T001.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.714766461367625,0.9081353338674812,0.914432838603234,0.2619810087061803,0.0,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,2.0,2.0,1.0,Not Music,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.DV_T001_orig_drums.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.8817146438024261,0.9078692607660211,0.7940463816207163,0.2354994522029273,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,2.0,2.0,1.0,Not Music,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.DV_T001.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.4807986368908087,0.0,0.0,0.3646624787447362,0.0,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,4.0,3.0,3.0,Not good Enough,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Pre_Chorus-Synthwave #3 in Bb.mapped.Pre_Chorus.DV_T001_orig_drums.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Synthwave #3 in Bb.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.9926895721601614,0.1504814749664534,,0.583459965991578,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,4.0,3.0,3.0,Not good Enough,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Verse-Synthwave #2 in Gm.mapped.Verse.DV_T001.mid,Synthwave #2 in Gm.mapped.Verse.mid,Synthwave #2 in Gm.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.78554023430285,0.8643669652518033,0.4217192380715402,0.6047330692143431,0.0,False,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,3.0,,,,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Verse-Synthwave #2 in Gm.mapped.Verse.DV_T001_orig_drums.mid,Synthwave #2 in Gm.mapped.Verse.mid,Synthwave #2 in Gm.mapped.Verse.mid,Verse,Drums and Velocity,0.01,0.7685219105289183,0.8585064340937613,0.4672528986515383,0.8608546089199273,1.0,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,3.0,,,,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.DV_T001.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.887334215135061,0.8646619821703545,0.5691045862717946,0.4986134229011457,0.0,False,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,3.0,4.0,3.0,Not Good Enough,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.DV_T001_orig_drums.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.8697460594722793,0.905127567569949,0.6185060068201186,0.6421061347963193,1.0,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,3.0,4.0,3.0,Not Good Enough,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.DV_T001.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.5886854505449355,0.5475838623222373,0.7220590921555078,0.5468034236845261,,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,1.0,1.0,1.0,Not Music,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.DV_T001_orig_drums.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums and Velocity,0.01,0.2469069129641355,0.5624826394734393,0.7380546922466562,0.5560356918066123,,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,1.0,1.0,1.0,Not Music,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.DV_T001.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.8359695402921783,0.6804864111137775,0.0,0.6632423380445789,0.0,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,4.0,4.0,4.0,Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Pre_Chorus-Synthwave #5 in Am.mapped.Pre_Chorus.DV_T001_orig_drums.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Synthwave #5 in Am.mapped.Pre_Chorus.mid,Pre_Chorus,Drums and Velocity,0.01,0.836580038371586,0.7583755770969591,0.0434107347550544,0.682419254624022,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,4.0,4.0,4.0,Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.D_T01.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums,0.1,0.8760596568389649,0.7297785645480763,0.7392806889534218,0.6024149149083906,,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,4.0,3.0,2.0,Too Minimal and primal,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.D_T01.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums,0.1,0.8760596568389649,0.7297785645480763,0.7392806889534218,0.6024149149083906,,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,False,5.0,5.0,5.0,Amazing !,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.D_T01_orig_drums.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums,0.1,0.8708250984382898,0.640659388197729,0.5583781463920852,0.3046089238697484,,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,4.0,3.0,2.0,Too Minimal and primal,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Chorus-Synthwave #6 in A.mapped.Chorus.D_T01_orig_drums.mid,Synthwave #6 in A.mapped.Chorus.mid,Synthwave #6 in A.mapped.Chorus.mid,Chorus,Drums,0.1,0.8708250984382898,0.640659388197729,0.5583781463920852,0.3046089238697484,,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,False,5.0,5.0,5.0,Amazing !,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.D_T01.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.8244689423169259,0.8542489871236316,0.6726238343474907,0.6641255945252817,0.0727754046138963,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,4.0,3.0,2.0,Too repetitive,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.D_T01.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.8244689423169259,0.8542489871236316,0.6726238343474907,0.6641255945252817,0.0727754046138963,False,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,False,5.0,5.0,5.0,Amazing !,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.D_T01_orig_drums.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.854866593488879,0.9299092154470252,0.7632532283187785,0.8648370541121118,1.0,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,True,4.0,3.0,2.0,Too repetitive,Temparature 0.01 Self_Blend (Mapped),
Synthwave #6 in A.mapped.Pre_Chorus-Synthwave #6 in A.mapped.Pre_Chorus.D_T01_orig_drums.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Synthwave #6 in A.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.854866593488879,0.9299092154470252,0.7632532283187785,0.8648370541121118,1.0,True,Synthwave #6 in A.mapped,Synthwave #6 in A.mapped,False,5.0,5.0,5.0,Amazing !,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.D_T01.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums,0.1,0.8292856961056763,0.8632694883607671,0.9364572934632656,0.7468402722516541,0.5930672165988065,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,4.0,2.0,2.0,Not Good enough Musically especially the drums,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.D_T01.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums,0.1,0.8292856961056763,0.8632694883607671,0.9364572934632656,0.7468402722516541,0.5930672165988065,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,False,3.0,2.0,2.0,Super repetitive and not musical whatsoever,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.D_T01_orig_drums.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums,0.1,0.8999994739967679,0.9592083369137956,0.978732530150243,0.8670020052065329,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,4.0,2.0,2.0,Not Good enough Musically especially the drums,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Verse-Synthwave #5 in Am.mapped.Verse.D_T01_orig_drums.mid,Synthwave #5 in Am.mapped.Verse.mid,Synthwave #5 in Am.mapped.Verse.mid,Verse,Drums,0.1,0.8999994739967679,0.9592083369137956,0.978732530150243,0.8670020052065329,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,False,3.0,2.0,2.0,Super repetitive and not musical whatsoever,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.D_T01.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums,0.1,0.8959457863515523,0.8837687724783924,0.6952201677730157,0.5057554775580068,0.3725087418608626,False,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,3.0,3.0,4.0,,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.D_T01.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums,0.1,0.8959457863515523,0.8837687724783924,0.6952201677730157,0.5057554775580068,0.3725087418608626,False,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,False,5.0,4.0,4.0,Good,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.D_T01_orig_drums.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums,0.1,0.911938552851838,0.9437825093752528,0.5907102630196134,0.5915747752183309,1.0,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,3.0,3.0,4.0,,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Chorus-Synthwave #2 in Gm.mapped.Chorus.D_T01_orig_drums.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Synthwave #2 in Gm.mapped.Chorus.mid,Chorus,Drums,0.1,0.911938552851838,0.9437825093752528,0.5907102630196134,0.5915747752183309,1.0,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,False,5.0,4.0,4.0,Good,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.D_T01.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.8608512658320334,0.7899660428117683,0.5876309214878176,0.3473050352943587,,False,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,5.0,5.0,5.0,Very Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.D_T01.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.8608512658320334,0.7899660428117683,0.5876309214878176,0.3473050352943587,,False,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,False,5.0,5.0,5.0,Very Good,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.D_T01_orig_drums.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.8987888965937093,0.9065211324683627,0.5765791937581672,0.7877193483037596,,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,True,5.0,5.0,5.0,Very Good,Temparature 0.01 Self_Blend (Mapped),
Synthwave #2 in Gm.mapped.Pre_Chorus-Synthwave #2 in Gm.mapped.Pre_Chorus.D_T01_orig_drums.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Synthwave #2 in Gm.mapped.Pre_Chorus.mid,Pre_Chorus,Drums,0.1,0.8987888965937093,0.9065211324683627,0.5765791937581672,0.7877193483037596,,True,Synthwave #2 in Gm.mapped,Synthwave #2 in Gm.mapped,False,5.0,5.0,5.0,Very Good,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.D_T01.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums,0.1,0.8054868267122913,0.951986814787262,0.8852118374324864,0.4978400585325188,0.1725671224906583,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,4.0,2.0,2.0,Not Music,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.D_T01.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums,0.1,0.8054868267122913,0.951986814787262,0.8852118374324864,0.4978400585325188,0.1725671224906583,False,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,False,4.0,2.0,2.0,Not Musical at all,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.D_T01_orig_drums.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums,0.1,0.9451130763683848,0.9925068374159378,0.9101075419301108,0.8164057535146881,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,True,4.0,2.0,2.0,Not Music,Temparature 0.01 Self_Blend (Mapped),
Synthwave #5 in Am.mapped.Chorus-Synthwave #5 in Am.mapped.Chorus.D_T01_orig_drums.mid,Synthwave #5 in Am.mapped.Chorus.mid,Synthwave #5 in Am.mapped.Chorus.mid,Chorus,Drums,0.1,0.9451130763683848,0.9925068374159378,0.9101075419301108,0.8164057535146881,1.0,True,Synthwave #5 in Am.mapped,Synthwave #5 in Am.mapped,False,4.0,2.0,2.0,Not Musical at all,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.D_T01.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums,0.1,0.6076420424874893,0.9143096686790986,0.918773874371551,0.8252686486823766,0.5254069374927337,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,3.0,3.0,3.0,Too repetitive,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.D_T01.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums,0.1,0.6076420424874893,0.9143096686790986,0.918773874371551,0.8252686486823766,0.5254069374927337,False,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,False,4.0,4.0,4.0,Very Boring musically but good enough,Temparature 0.1 Self_Blend (with varitented drum),
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.D_T01_orig_drums.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums,0.1,0.6579066361360643,0.7750037449942827,0.8648957385186372,0.2059599027472825,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,True,3.0,3.0,3.0,Too repetitive,Temparature 0.01 Self_Blend (Mapped),
Synthwave #3 in Bb.mapped.Verse-Synthwave #3 in Bb.mapped.Verse.D_T01_orig_drums.mid,Synthwave #3 in Bb.mapped.Verse.mid,Synthwave #3 in Bb.mapped.Verse.mid,Verse,Drums,0.1,0.6579066361360643,0.7750037449942827,0.8648957385186372,0.2059599027472825,1.0,True,Synthwave #3 in Bb.mapped,Synthwave #3 in Bb.mapped,False,4.0,4.0,4.0,Very Boring musically but good enough,Temparature 0.1 Self_Blend (with varitented drum),
